Filename,ClassId,Pred_1,Conf_1,Pred_2,Conf_2
5155,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5156,School,School,1.000000,School,1.000000
5157,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5158,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5159,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5160,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
5161,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5162,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,0.999999
5163,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5164,Generic danger,Generic danger,0.998303,Generic danger,1.000000
5165,School,School,1.000000,School,0.999997
5166,Wrong way,Wrong way,0.999998,Wrong way,0.999998
5167,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5168,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999911,No overtaking of heavy vehicles,0.999998
5169,Right of way,Right of way,1.000000,Right of way,1.000000
5170,Limit 60km,Limit 60km,1.000000,Limit 60km,0.999999
5171,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5172,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
5173,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5174,Limit 70km,Limit 70km,1.000000,Limit 70km,0.999978
5175,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
5176,Traffic light,Traffic light,1.000000,Traffic light,1.000000
5177,Limit 120km,Limit 120km,0.999998,Limit 120km,1.000000
5178,Limit 70km,Limit 70km,0.999991,Limit 70km,1.000000
5179,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999995
5180,Generic danger,Wild animals,0.907160,Wild animals,0.997171
5181,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5182,Right of way,Transit prohibition,0.997849,Transit prohibition,1.000000
5183,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
5184,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
5185,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5186,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
5187,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5188,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5189,Dangerous right curve,Dangerous right curve,0.999773,Dangerous right curve,0.982118
5190,Stop,Stop,0.999999,Stop,0.999916
5191,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5192,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5193,Wrong way,Wrong way,0.999332,Wrong way,0.991381
5194,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999999
5195,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,0.999944
5196,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5197,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5198,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5199,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5200,Mandatory direction straight,Mandatory direction straight,0.999996,Mandatory direction straight,0.999996
5201,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5202,Generic danger,Generic danger,0.999998,Generic danger,1.000000
5203,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5204,Right of way,Right of way,1.000000,Right of way,1.000000
5205,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5206,Limit 30km,Limit 30km,0.999993,Limit 30km,0.999999
5207,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5208,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5209,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5210,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5211,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5212,Men at work,Men at work,1.000000,Men at work,1.000000
5213,Stop,Stop,1.000000,Stop,1.000000
5214,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5215,Limit 30km,Limit 30km,0.999983,Limit 30km,1.000000
5216,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5217,Wrong way,Wrong way,0.999981,Wrong way,0.995087
5218,Roundabout,Roundabout,0.838827,Roundabout,0.999874
5219,Right of way,Right of way,0.999999,Right of way,1.000000
5220,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5221,Wild animals,Wild animals,1.000000,Wild animals,1.000000
5222,Roundabout,Roundabout,0.999999,Roundabout,1.000000
5223,Traffic light,Traffic light,1.000000,Traffic light,1.000000
5224,Limit 50km,Limit 50km,0.999999,Limit 50km,1.000000
5225,End limit 80km,End limit 80km,0.999881,End limit 80km,0.999999
5226,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5227,Intersection with right of way,Intersection with right of way,0.998857,Intersection with right of way,0.963665
5228,Traffic light,Traffic light,1.000000,Traffic light,0.999836
5229,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
5230,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5231,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5232,Stop,Stop,1.000000,Stop,0.999999
5233,Pedestrian crossing,Generic danger,0.684325,Limit 30km,0.999879
5234,Mandatory step to the right,Mandatory step to the right,0.999977,Mandatory step to the right,1.000000
5235,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5236,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5237,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5238,Mandatory step to the right,Mandatory step to the right,0.999826,Mandatory step to the right,0.999966
5239,Generic danger,Generic danger,1.000000,Generic danger,0.999998
5240,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5241,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5242,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5243,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5244,Right of way,Right of way,1.000000,Right of way,1.000000
5245,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5246,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999997
5247,Limit 80km,Limit 80km,0.955083,Limit 80km,0.999999
5248,Roundabout,Roundabout,0.999999,Roundabout,1.000000
5249,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5250,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5251,Traffic light,Traffic light,0.998789,Traffic light,0.999858
5252,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999998
5253,Right of way,Right of way,0.999990,Right of way,1.000000
5254,Limit 80km,Limit 80km,0.999985,Limit 80km,1.000000
5255,Limit 60km,Limit 60km,0.999304,Limit 60km,1.000000
5256,Limit 70km,Limit 70km,1.000000,Limit 70km,0.999998
5257,Transit prohibition,Transit prohibition,0.999772,Transit prohibition,1.000000
5258,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5259,Mandatory step to the right,Mandatory step to the right,0.999999,Mandatory step to the right,0.999999
5260,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5261,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5262,Limit 60km,Limit 60km,0.999640,Limit 60km,1.000000
5263,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5264,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999785,No overtaking of heavy vehicles,1.000000
5265,Limit 30km,Limit 30km,0.999999,Limit 30km,0.875079
5266,Mandatory step to the right,Mandatory step to the right,0.999999,Mandatory step to the right,1.000000
5267,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5268,Generic danger,Generic danger,0.947483,Generic danger,1.000000
5269,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5270,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5271,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
5272,Limit 30km,Limit 30km,0.999958,Limit 30km,1.000000
5273,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5274,Wild animals,Wild animals,0.999995,Wild animals,0.999979
5275,Right of way,Right of way,1.000000,Right of way,1.000000
5276,Right of way,Right of way,1.000000,Right of way,1.000000
5277,Men at work,Men at work,1.000000,Men at work,1.000000
5278,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5279,Limit 70km,Limit 70km,0.999998,Limit 70km,1.000000
5280,Snow,Snow,0.999760,Snow,0.999832
5281,Men at work,Men at work,1.000000,Men at work,1.000000
5282,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
5283,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5284,Wrong way,Wrong way,0.999595,Wrong way,0.992852
5285,Right of way,Right of way,0.999963,Right of way,1.000000
5286,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5287,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999989
5288,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5289,Danger of slipping,Danger of slipping,0.992617,Danger of slipping,1.000000
5290,Generic danger,Generic danger,0.988166,Generic danger,0.999999
5291,Men at work,Men at work,1.000000,Men at work,1.000000
5292,Left turn mandatory,Left turn mandatory,0.999979,Left turn mandatory,0.980087
5293,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999996
5294,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5295,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,1.000000
5296,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
5297,Right of way,Right of way,1.000000,Right of way,1.000000
5298,Give right to pass,Give right to pass,0.729099,Give right to pass,0.999841
5299,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,1.000000
5300,Generic danger,Generic danger,0.999982,Generic danger,1.000000
5301,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5302,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,0.999999
5303,Limit 100km,Limit 100km,0.971484,Limit 100km,0.999958
5304,Wrong way,Wrong way,0.975069,Wrong way,0.998707
5305,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5306,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5307,Limit 50km,Limit 50km,0.976714,Limit 50km,0.999707
5308,Limit 50km,Limit 50km,0.997591,Limit 50km,0.999949
5309,End limit 80km,End limit 80km,0.999982,End limit 80km,1.000000
5310,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5311,Stop,Stop,0.999995,Stop,0.999944
5312,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5313,Snow,Snow,0.993648,Snow,0.999959
5314,Mandatory direction straight,Mandatory direction straight,0.999999,Mandatory direction straight,1.000000
5315,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5316,Intersection with right of way,Intersection with right of way,0.999935,Intersection with right of way,1.000000
5317,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
5318,Generic danger,Generic danger,1.000000,Generic danger,1.000000
5319,Generic danger,Generic danger,0.994132,Generic danger,1.000000
5320,Transit prohibition,Transit prohibition,0.999999,Transit prohibition,1.000000
5321,Limit 50km,Limit 50km,0.999915,Limit 50km,1.000000
5322,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5323,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5324,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999886
5325,Wild animals,Wild animals,1.000000,Wild animals,0.999998
5326,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5327,Generic danger,Generic danger,0.999444,Generic danger,1.000000
5328,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5329,Men at work,Men at work,1.000000,Men at work,1.000000
5330,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5331,Men at work,Men at work,0.999985,Men at work,1.000000
5332,Men at work,Men at work,1.000000,Men at work,1.000000
5333,Limit 30km,Limit 30km,0.999992,Limit 30km,1.000000
5334,Limit 120km,Limit 120km,0.999999,Limit 120km,1.000000
5335,Wild animals,Wild animals,0.999998,Wild animals,0.999165
5336,Roundabout,Roundabout,0.999981,Roundabout,1.000000
5337,Danger of bumps,Danger of bumps,0.999999,Danger of bumps,0.999321
5338,Wild animals,Wild animals,0.937577,Wild animals,0.834393
5339,No overtaking,No overtaking,0.998494,No overtaking,1.000000
5340,Men at work,Men at work,1.000000,Men at work,1.000000
5341,Men at work,Men at work,1.000000,Men at work,1.000000
5342,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999736,Asymmetrical bottleneck,0.999939
5343,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5344,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5345,Right of way,Right of way,1.000000,Right of way,1.000000
5346,Right turn mandatory,Right turn mandatory,0.999998,Right turn mandatory,0.999148
5347,Limit 80km,Limit 80km,1.000000,Limit 80km,0.999999
5348,Limit 70km,Limit 70km,0.998567,Limit 70km,1.000000
5349,Danger of slipping,Danger of slipping,0.999998,Danger of slipping,1.000000
5350,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5351,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5352,Intersection with right of way,Intersection with right of way,0.548735,Snow,0.795055
5353,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5354,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,1.000000
5355,School,School,1.000000,School,1.000000
5356,Limit 70km,Limit 70km,1.000000,Limit 70km,0.999977
5357,Wrong way,Wrong way,0.999311,Wrong way,0.998606
5358,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5359,Roundabout,Roundabout,0.999982,Roundabout,0.999998
5360,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5361,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5362,Limit 60km,Limit 60km,1.000000,Limit 60km,0.999997
5363,Snow,Snow,0.997653,Snow,1.000000
5364,End limit 80km,End limit 80km,0.999987,End limit 80km,1.000000
5365,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
5366,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5367,Stop,Stop,1.000000,Stop,1.000000
5368,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999997
5369,Roundabout,Roundabout,0.999674,Roundabout,0.997653
5370,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5371,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5372,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5373,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999979
5374,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5375,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5376,Right of way,Right of way,1.000000,Right of way,1.000000
5377,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5378,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5379,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999727,Asymmetrical bottleneck,0.999847
5380,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5381,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999966
5382,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5383,School,School,1.000000,School,1.000000
5384,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5385,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999999
5386,Mandatory direction straight,Mandatory direction straight,0.999998,Mandatory direction straight,0.999995
5387,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5388,Stop,Stop,1.000000,Stop,0.999987
5389,Wrong way,Wrong way,1.000000,Wrong way,1.000000
5390,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5391,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999988
5392,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5393,Generic danger,Generic danger,1.000000,Generic danger,1.000000
5394,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
5395,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999999
5396,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
5397,Mandatory direction straight,Mandatory direction straight,0.999988,Mandatory direction straight,0.999957
5398,Right of way,Right of way,1.000000,Right of way,1.000000
5399,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5400,Traffic light,Traffic light,1.000000,Traffic light,1.000000
5401,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5402,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5403,Traffic light,Traffic light,1.000000,Traffic light,0.999905
5404,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999835
5405,Double curve,Double curve,1.000000,Double curve,1.000000
5406,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999993
5407,Stop,Stop,1.000000,Stop,1.000000
5408,Right of way,Right of way,1.000000,Right of way,1.000000
5409,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5410,Limit 70km,Limit 70km,1.000000,Limit 70km,0.999947
5411,Generic danger,Generic danger,0.998788,Generic danger,0.999907
5412,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999998
5413,Generic danger,Generic danger,0.996509,Generic danger,0.999999
5414,Limit 70km,Limit 70km,0.999936,Limit 70km,1.000000
5415,Right of way,Right of way,1.000000,Right of way,1.000000
5416,Intersection with right of way,Intersection with right of way,0.999869,Intersection with right of way,0.999994
5417,Right of way,Right of way,1.000000,Right of way,1.000000
5418,Transit prohibition,Transit prohibition,0.999934,Transit prohibition,1.000000
5419,Right of way,Right of way,1.000000,Right of way,1.000000
5420,Directions left and straight,Directions left and straight,0.999584,Directions left and straight,0.999821
5421,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999987
5422,Wild animals,Wild animals,0.999308,Wild animals,1.000000
5423,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5424,Stop,Stop,1.000000,Stop,0.999999
5425,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5426,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,1.000000
5427,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5428,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5429,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5430,Wild animals,Wild animals,0.999951,Wild animals,0.999957
5431,Right of way,Right of way,1.000000,Right of way,1.000000
5432,Limit 120km,Limit 120km,0.999999,Limit 120km,0.999985
5433,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5434,Limit 70km,Limit 70km,0.939554,Limit 70km,0.996352
5435,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5436,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5437,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5438,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5439,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5440,Right of way,Right of way,1.000000,Right of way,1.000000
5441,End limit 80km,End limit 80km,1.000000,End limit 80km,1.000000
5442,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5443,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5444,School,School,0.999987,School,0.999997
5445,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999997
5446,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5447,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5448,Transit prohibition,Transit prohibition,0.999999,Transit prohibition,0.999996
5449,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5450,Mandatory direction straight,Mandatory direction straight,0.999998,Mandatory direction straight,1.000000
5451,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
5452,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5453,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999999
5454,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
5455,Traffic light,Traffic light,1.000000,Traffic light,0.999995
5456,Intersection with right of way,Intersection with right of way,0.924239,Intersection with right of way,1.000000
5457,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999999
5458,Right of way,Right of way,0.964859,Right of way,0.965892
5459,School,School,0.999756,School,0.996337
5460,Limit 120km,Limit 120km,0.999996,Limit 120km,0.999995
5461,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
5462,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5463,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5464,Danger of slipping,Danger of slipping,0.987447,Danger of slipping,0.999998
5465,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
5466,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,0.999997
5467,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5468,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5469,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999942
5470,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,1.000000
5471,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5472,Men at work,Men at work,1.000000,Men at work,1.000000
5473,Limit 50km,Limit 50km,0.999990,Limit 50km,1.000000
5474,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5475,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
5476,Intersection with right of way,End of no overtaking,0.886155,End of no overtaking,0.594437
5477,Give right to pass,Give right to pass,0.999999,Give right to pass,0.999835
5478,Double curve,Double curve,0.999992,Double curve,0.999978
5479,Transit prohibition,Transit prohibition,0.999997,Transit prohibition,1.000000
5480,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5481,Limit 80km,Limit 80km,1.000000,Limit 80km,0.999998
5482,Transit prohibition,Transit prohibition,0.999999,Transit prohibition,0.999997
5483,Limit 100km,Limit 100km,0.999962,Limit 100km,1.000000
5484,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5485,Limit 80km,Limit 80km,0.999997,Limit 80km,1.000000
5486,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5487,Right of way,Right of way,0.999971,Right of way,0.999996
5488,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5489,Mandatory direction straight,Mandatory direction straight,0.999993,Mandatory direction straight,0.999999
5490,Roundabout,Roundabout,0.998286,Roundabout,0.998188
5491,Limit 60km,Limit 60km,0.999503,Limit 60km,1.000000
5492,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
5493,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5494,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999997
5495,Mandatory step to the right,Mandatory step to the right,0.999989,Mandatory step to the right,0.999999
5496,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999929,Prohibition of heavy vehicles transit,0.999992
5497,Wild animals,Wild animals,0.999999,Wild animals,1.000000
5498,Traffic light,Traffic light,1.000000,Traffic light,1.000000
5499,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,0.999999
5500,Wrong way,Wrong way,1.000000,Wrong way,0.999987
5501,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5502,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5503,Traffic light,Traffic light,1.000000,Traffic light,1.000000
5504,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5505,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5506,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5507,Men at work,Generic danger,0.920304,Generic danger,0.996208
5508,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5509,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
5510,Mandatory step to the right,Mandatory step to the right,0.992225,Mandatory step to the right,1.000000
5511,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
5512,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
5513,Limit 70km,Limit 70km,0.999840,Limit 70km,1.000000
5514,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5515,Dangerous left curve,Dangerous left curve,0.879131,Wild animals,0.902589
5516,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
5517,Wrong way,Wrong way,1.000000,Wrong way,0.999999
5518,Pedestrian crossing,Limit 30km,0.464929,Limit 30km,0.999936
5519,School,School,0.990389,School,0.996487
5520,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
5521,End limit 80km,Go ahead,0.915936,Go ahead,0.836212
5522,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5523,Wild animals,Wild animals,0.999793,Wild animals,1.000000
5524,Wild animals,Wild animals,0.999990,Wild animals,1.000000
5525,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999999
5526,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5527,Go ahead,Go ahead,0.999586,Go ahead,0.999898
5528,Directions left and straight,Directions left and straight,0.999959,Directions left and straight,0.999781
5529,Right of way,Give right to pass,0.929401,Give right to pass,0.999501
5530,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5531,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999998
5532,Wrong way,Wrong way,1.000000,Wrong way,0.999999
5533,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5534,Limit 100km,Limit 100km,0.999747,Limit 100km,1.000000
5535,Stop,Stop,1.000000,Stop,1.000000
5536,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
5537,Limit 30km,Limit 30km,0.999980,Limit 30km,0.999998
5538,Intersection with right of way,Intersection with right of way,0.977538,Intersection with right of way,0.990039
5539,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
5540,Cycle crossing,Cycle crossing,0.999995,Cycle crossing,0.999999
5541,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
5542,Limit 80km,Limit 80km,0.999970,Limit 80km,1.000000
5543,Stop,Stop,0.999932,Stop,0.995268
5544,No overtaking,No overtaking,1.000000,No overtaking,1.000000
5545,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
5546,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
5547,Men at work,Men at work,0.999999,Men at work,1.000000
5548,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999999
5549,Wrong way,Wrong way,1.000000,Wrong way,1.000000
