Filename,ClassId,Pred,Conf
5394,Transit prohibition,Transit prohibition,1.000000
5395,Men at work,Men at work,1.000000
5396,Mandatory direction straight,Mandatory direction straight,1.000000
5397,Right of way,Right of way,1.000000
5398,School,School,0.999999
5399,Intersection with right of way,Intersection with right of way,0.999916
5400,Limit 50km,Limit 50km,0.999982
5401,Generic danger,Generic danger,0.999998
5402,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999952
5403,Men at work,Men at work,1.000000
5404,Generic danger,Generic danger,1.000000
5405,Limit 100km,Limit 100km,1.000000
5406,No overtaking,No overtaking,1.000000
5407,Limit 80km,Limit 80km,0.999982
5408,Limit 120km,Limit 120km,1.000000
5409,Wrong way,Wrong way,1.000000
5410,Wrong way,Wrong way,0.999994
5411,Limit 50km,Limit 50km,1.000000
5412,Go ahead,Go ahead,0.999981
5413,Limit 120km,Limit 120km,0.999987
5414,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5415,Right of way,Right of way,1.000000
5416,Give right to pass,Give right to pass,0.999994
5417,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999934
5418,Right of way,Right of way,0.999989
5419,Stop,Stop,1.000000
5420,Mandatory step to the right,Mandatory step to the right,1.000000
5421,Limit 50km,Limit 50km,1.000000
5422,Limit 70km,Limit 70km,0.999997
5423,Mandatory step to the right,Mandatory step to the right,1.000000
5424,Generic danger,Generic danger,0.999999
5425,Mandatory step to the right,Mandatory step to the right,1.000000
5426,Right of way,Right of way,1.000000
5427,Limit 100km,Limit 100km,0.999984
5428,No overtaking,No overtaking,0.999977
5429,Mandatory step to the right,Mandatory step to the right,1.000000
5430,Limit 50km,Limit 50km,1.000000
5431,Limit 50km,Limit 50km,0.999998
5432,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999998
5433,Limit 50km,Limit 50km,1.000000
5434,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999988
5435,Limit 30km,Limit 30km,0.999998
5436,End limit 80km,End limit 80km,0.999923
5437,Limit 30km,Limit 30km,1.000000
5438,Limit 80km,Limit 80km,1.000000
5439,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5440,No overtaking,No overtaking,0.999999
5441,Mandatory step to the right,Mandatory step to the right,1.000000
5442,Generic danger,Generic danger,1.000000
5443,Stop,Stop,0.999999
5444,Limit 70km,Limit 70km,1.000000
5445,Limit 70km,Limit 70km,0.999982
5446,Wrong way,Wrong way,1.000000
5447,Right of way,Right of way,0.999999
5448,Limit 30km,Limit 30km,0.999997
5449,Mandatory direction straight,Mandatory direction straight,1.000000
5450,Give right to pass,Give right to pass,1.000000
5451,No overtaking,No overtaking,1.000000
5452,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5453,Wrong way,Wrong way,1.000000
5454,Right of way,Right of way,1.000000
5455,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999998
5456,Limit 80km,Limit 80km,1.000000
5457,Intersection with right of way,Intersection with right of way,0.999999
5458,Limit 120km,Limit 120km,1.000000
5459,Limit 50km,Limit 50km,0.999635
5460,Give right to pass,Give right to pass,0.999995
5461,Stop,Stop,0.999999
5462,Intersection with right of way,Intersection with right of way,0.999998
5463,Mandatory step to the right,Mandatory step to the right,0.999999
5464,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5465,Roundabout,Roundabout,0.999994
5466,Stop,Stop,0.999998
5467,Generic danger,Generic danger,0.999999
5468,Dangerous left curve,Dangerous left curve,0.999977
5469,Go ahead,Go ahead,0.999790
5470,Limit 120km,Limit 120km,1.000000
5471,Limit 80km,Limit 80km,1.000000
5472,Limit 50km,Limit 50km,0.999999
5473,Right of way,Right of way,0.999997
5474,Danger of bumps,Danger of bumps,0.999984
5475,Limit 50km,Limit 50km,1.000000
5476,Mandatory direction straight,Mandatory direction straight,0.999989
5477,Wrong way,Wrong way,0.999999
5478,End limit 80km,End limit 80km,0.999990
5479,Limit 80km,Limit 80km,1.000000
5480,Mandatory direction straight,Mandatory direction straight,1.000000
5481,Pedestrian crossing,Pedestrian crossing,0.999671
5482,No overtaking,No overtaking,0.999988
5483,Limit 80km,Limit 80km,0.999999
5484,Snow,Snow,0.996920
5485,Give right to pass,Give right to pass,0.999996
5486,Give right to pass,Give right to pass,1.000000
5487,Limit 60km,Limit 60km,1.000000
5488,Give right to pass,Give right to pass,1.000000
5489,Intersection with right of way,Intersection with right of way,0.999997
5490,Mandatory step to the right,Mandatory step to the right,1.000000
5491,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5492,Right of way,Right of way,0.952812
5493,Limit 120km,Limit 120km,1.000000
5494,Limit 120km,Limit 120km,0.999998
5495,Limit 120km,Limit 120km,0.999954
5496,Limit 70km,Limit 70km,0.999999
5497,Mandatory step to the right,Mandatory step to the right,0.999998
5498,Mandatory step to the right,Mandatory step to the right,1.000000
5499,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999938
5500,Mandatory direction straight,Mandatory direction straight,0.999999
5501,Mandatory step to the right,Mandatory step to the right,1.000000
5502,Wrong way,Wrong way,0.999958
5503,Mandatory step to the right,Mandatory step to the right,1.000000
5504,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999998
5505,Generic danger,Generic danger,0.999999
5506,Intersection with right of way,Intersection with right of way,0.999998
5507,Men at work,Men at work,1.000000
5508,Limit 60km,Limit 60km,0.999989
5509,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5510,Wrong way,Wrong way,0.999997
5511,Limit 100km,Limit 100km,0.999999
5512,Mandatory direction straight,Mandatory direction straight,1.000000
5513,End of no overtaking,End of no overtaking,0.999273
5514,Stop,Stop,1.000000
5515,Limit 60km,Limit 60km,0.999661
5516,Mandatory step to the right,Mandatory step to the right,0.999990
5517,Right of way,Right of way,1.000000
5518,Dangerous right curve,Dangerous right curve,0.999996
5519,Mandatory step to the right,Mandatory step to the right,1.000000
5520,Limit 60km,Limit 60km,0.999999
5521,No overtaking,No overtaking,1.000000
5522,End limit 80km,End limit 80km,1.000000
5523,Stop,Stop,0.999999
5524,Limit 50km,Limit 50km,1.000000
5525,Limit 70km,Limit 70km,1.000000
5526,Limit 50km,Limit 50km,0.999998
5527,Directions left and straight,Directions left and straight,0.999819
5528,Right of way,Right of way,1.000000
5529,Limit 120km,Limit 120km,0.999999
5530,No overtaking,No overtaking,1.000000
5531,Mandatory step to the right,Mandatory step to the right,1.000000
5532,Mandatory step to the right,Mandatory step to the right,0.999999
5533,Right of way,Right of way,0.999999
5534,Limit 70km,Limit 70km,1.000000
5535,Mandatory step to the right,Mandatory step to the right,1.000000
5536,No overtaking,No overtaking,1.000000
5537,Mandatory direction straight,Mandatory direction straight,1.000000
5538,Limit 70km,Limit 70km,1.000000
5539,Directions left and straight,Directions left and straight,0.999944
5540,Double curve,Double curve,0.999998
5541,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5542,Limit 50km,Limit 50km,1.000000
5543,Give right to pass,Give right to pass,0.999994
5544,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999990
5545,Danger of slipping,Danger of slipping,0.999977
5546,Limit 60km,Limit 60km,1.000000
5547,Limit 50km,Limit 50km,0.999998
5548,Intersection with right of way,Intersection with right of way,1.000000
5549,Men at work,Men at work,0.999993
5550,Intersection with right of way,Intersection with right of way,0.999972
5551,Limit 30km,Limit 30km,0.999995
5552,Limit 80km,Limit 80km,1.000000
5553,Limit 30km,Limit 30km,1.000000
5554,Mandatory step to the left,Mandatory step to the left,1.000000
5555,Mandatory direction straight,Mandatory direction straight,0.999997
5556,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5557,Limit 50km,Limit 50km,1.000000
5558,Limit 80km,Limit 80km,0.999995
5559,Limit 30km,Limit 30km,1.000000
5560,Right of way,Right of way,1.000000
5561,Limit 100km,Limit 100km,0.999917
5562,Limit 100km,Limit 100km,0.999977
5563,Limit 30km,Limit 30km,1.000000
5564,Mandatory step to the right,Mandatory step to the right,1.000000
5565,Limit 60km,Limit 60km,0.999990
5566,Wrong way,Wrong way,1.000000
5567,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5568,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
5569,Generic danger,Generic danger,0.999954
5570,Wrong way,Wrong way,1.000000
5571,Limit 30km,Limit 30km,1.000000
5572,Limit 30km,Limit 30km,1.000000
5573,Stop,Stop,1.000000
5574,Right of way,Right of way,1.000000
5575,Limit 100km,Limit 100km,1.000000
5576,Intersection with right of way,Intersection with right of way,0.999980
5577,Limit 70km,Limit 70km,1.000000
5578,Stop,Stop,1.000000
5579,Wrong way,Wrong way,1.000000
5580,Mandatory step to the right,Mandatory step to the right,1.000000
5581,Limit 60km,Limit 60km,0.999993
5582,Limit 60km,Limit 60km,0.999987
5583,Men at work,Men at work,0.999999
5584,Men at work,Men at work,1.000000
5585,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5586,Give right to pass,Give right to pass,1.000000
5587,Limit 100km,Limit 100km,0.999988
5588,Limit 120km,Limit 120km,1.000000
5589,Limit 50km,Limit 50km,0.999962
5590,Generic danger,Generic danger,0.999998
5591,Wild animals,Wild animals,0.999999
5592,Stop,Stop,0.999988
5593,Traffic light,Traffic light,0.999999
5594,Wild animals,Wild animals,0.992757
5595,Stop,Stop,0.999999
5596,Stop,Stop,1.000000
5597,No overtaking,No overtaking,1.000000
5598,Mandatory step to the right,Mandatory step to the right,0.999999
5599,Mandatory direction straight,Mandatory direction straight,1.000000
5600,Limit 60km,Limit 60km,1.000000
5601,Right turn mandatory,Right turn mandatory,0.999983
5602,Limit 30km,Limit 30km,0.999998
5603,Stop,Stop,1.000000
5604,Men at work,Men at work,1.000000
5605,Limit 50km,Limit 50km,0.999999
5606,Limit 20km,Limit 20km,0.999882
5607,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
5608,Wrong way,Wrong way,1.000000
5609,Dangerous left curve,Dangerous left curve,0.999092
5610,Limit 50km,Limit 50km,1.000000
5611,Men at work,Men at work,0.999993
5612,Give right to pass,Give right to pass,1.000000
5613,Limit 70km,Limit 70km,0.999999
5614,Mandatory step to the left,Mandatory step to the left,0.999997
5615,Limit 80km,Limit 80km,1.000000
5616,Wild animals,Wild animals,0.999999
5617,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999979
5618,Limit 70km,Limit 70km,1.000000
5619,Limit 70km,Limit 70km,1.000000
5620,Give right to pass,Give right to pass,1.000000
5621,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999993
5622,Limit 30km,Limit 30km,1.000000
5623,Right of way,Right of way,0.999999
5624,Limit 120km,Limit 120km,0.999999
5625,Limit 50km,Limit 50km,0.999998
5626,End of no overtaking,End of no overtaking,0.999891
5627,Limit 70km,Limit 70km,0.999982
5628,Right of way,Right of way,1.000000
5629,Right of way,Right of way,1.000000
5630,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5631,Right of way,Right of way,1.000000
5632,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5633,Mandatory direction straight,Mandatory direction straight,0.999988
5634,Double curve,Double curve,0.999947
5635,Danger of bumps,Danger of bumps,0.999972
5636,Limit 50km,Limit 50km,1.000000
5637,Roundabout,Roundabout,0.766607
5638,End limit 80km,End limit 80km,1.000000
5639,Mandatory direction straight,Mandatory direction straight,1.000000
5640,Limit 60km,Limit 60km,0.999971
5641,Stop,Stop,1.000000
5642,Limit 50km,Limit 50km,1.000000
5643,Generic danger,Generic danger,0.999972
5644,Wrong way,Wrong way,1.000000
5645,Limit 50km,Limit 50km,0.999993
5646,Wrong way,Wrong way,1.000000
5647,Intersection with right of way,Intersection with right of way,0.999843
5648,Dangerous left curve,Dangerous left curve,0.999966
5649,Right turn mandatory,Right turn mandatory,0.999965
5650,Limit 50km,Limit 50km,1.000000
5651,Limit 70km,Limit 70km,1.000000
5652,Right turn mandatory,Right turn mandatory,0.999991
5653,School,School,0.999944
5654,Limit 60km,Limit 60km,1.000000
5655,End of no overtaking,End of no overtaking,0.999842
5656,End limit 80km,End limit 80km,1.000000
5657,School,School,0.999998
5658,Mandatory step to the right,Mandatory step to the right,0.999982
5659,Mandatory step to the right,Mandatory step to the right,0.999977
5660,Intersection with right of way,Intersection with right of way,0.999983
5661,Limit 100km,Limit 100km,1.000000
5662,Traffic light,Traffic light,0.999429
5663,Generic danger,Generic danger,1.000000
5664,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999985
5665,Limit 80km,Limit 80km,1.000000
5666,Men at work,Men at work,0.999999
5667,Give right to pass,Give right to pass,0.999998
5668,Limit 60km,Limit 60km,1.000000
5669,Intersection with right of way,Intersection with right of way,1.000000
5670,Mandatory step to the right,Mandatory step to the right,0.999992
5671,Mandatory direction straight,Mandatory direction straight,1.000000
5672,Wrong way,Wrong way,0.999294
5673,Danger of bumps,Danger of bumps,0.999999
5674,Wild animals,Wild animals,1.000000
5675,Generic danger,Generic danger,0.999997
5676,Traffic light,Traffic light,0.999726
5677,Intersection with right of way,Intersection with right of way,0.999997
5678,Men at work,Men at work,1.000000
5679,Men at work,Men at work,1.000000
5680,Wild animals,Wild animals,0.999999
5681,Right of way,Right of way,1.000000
5682,Snow,Snow,1.000000
5683,School,School,0.999968
5684,Right of way,Right of way,1.000000
5685,Right of way,Right of way,0.995653
5686,Wild animals,Wild animals,0.999999
5687,Limit 30km,Limit 30km,0.999999
5688,Mandatory direction straight,Mandatory direction straight,0.999997
5689,Left turn mandatory,Left turn mandatory,0.999980
5690,School,School,0.999353
5691,Cycle crossing,Cycle crossing,0.999878
5692,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5693,No overtaking,No overtaking,0.999997
5694,Give right to pass,Give right to pass,0.999920
5695,Wild animals,Wild animals,0.999998
5696,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5697,Limit 30km,Limit 30km,0.999982
5698,End of no overtaking,End of no overtaking,0.999936
5699,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5700,End limit 80km,End limit 80km,0.999994
5701,Intersection with right of way,Intersection with right of way,1.000000
5702,Give right to pass,Give right to pass,1.000000
5703,Mandatory step to the right,Mandatory step to the right,1.000000
5704,Limit 70km,Limit 70km,1.000000
5705,Give right to pass,Give right to pass,0.999989
5706,Give right to pass,Give right to pass,1.000000
5707,Limit 100km,Limit 100km,0.999999
5708,Limit 30km,Limit 30km,1.000000
5709,Give right to pass,Give right to pass,1.000000
5710,Generic danger,Generic danger,0.999989
5711,Limit 100km,Limit 100km,0.999998
5712,Limit 30km,Limit 30km,0.999971
5713,Limit 50km,Limit 50km,0.999974
5714,Wild animals,Wild animals,0.999998
5715,Intersection with right of way,Intersection with right of way,1.000000
5716,Limit 20km,Limit 20km,0.999568
5717,Intersection with right of way,Intersection with right of way,0.999855
5718,Snow,Snow,0.999793
5719,Limit 20km,Limit 20km,0.999882
5720,Limit 30km,Limit 30km,1.000000
5721,Men at work,Men at work,1.000000
5722,Generic danger,Generic danger,0.999999
5723,Snow,Snow,1.000000
5724,Danger of slipping,Danger of slipping,0.999995
5725,Limit 30km,Limit 30km,1.000000
5726,Limit 30km,Limit 30km,1.000000
5727,Men at work,Men at work,1.000000
5728,Give right to pass,Give right to pass,0.999967
5729,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999993
5730,Directions left and straight,Directions left and straight,0.999936
5731,Generic danger,Generic danger,0.999991
5732,Transit prohibition,Transit prohibition,0.999999
5733,Limit 80km,Limit 80km,0.999872
5734,Intersection with right of way,Intersection with right of way,1.000000
5735,Right of way,Right of way,1.000000
5736,No overtaking,No overtaking,0.999620
5737,Intersection with right of way,Intersection with right of way,1.000000
5738,Limit 80km,Limit 80km,1.000000
5739,Limit 50km,Limit 50km,0.999996
5740,Give right to pass,Give right to pass,0.999998
5741,Snow,Snow,1.000000
5742,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999937
5743,Dangerous left curve,Dangerous left curve,0.999961
5744,Men at work,Men at work,1.000000
5745,No overtaking,No overtaking,1.000000
5746,Limit 80km,Limit 80km,1.000000
5747,Give right to pass,Give right to pass,0.999993
5748,Dangerous right curve,Dangerous right curve,0.999977
5749,Limit 60km,Limit 60km,0.999376
5750,Intersection with right of way,Intersection with right of way,0.999848
5751,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999996
5752,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5753,Stop,Stop,1.000000
5754,Give right to pass,Give right to pass,1.000000
5755,Limit 30km,Limit 30km,0.999996
5756,Men at work,Men at work,0.999990
5757,Limit 60km,Limit 60km,0.999997
5758,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5759,Give right to pass,Give right to pass,0.999994
5760,Mandatory direction straight,Mandatory direction straight,0.999984
5761,Generic danger,Generic danger,0.999999
5762,Generic danger,Generic danger,0.999981
5763,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5764,Limit 70km,Limit 70km,0.999993
5765,Mandatory step to the right,Mandatory step to the right,1.000000
5766,Traffic light,Traffic light,1.000000
5767,School,School,1.000000
5768,Transit prohibition,Transit prohibition,0.999110
5769,Wrong way,Wrong way,0.999999
5770,Wrong way,Wrong way,0.999999
5771,Stop,Stop,1.000000
5772,Mandatory direction straight,Mandatory direction straight,1.000000
5773,Right of way,Right of way,1.000000
5774,Limit 100km,Limit 100km,0.999933
5775,Mandatory step to the right,Mandatory step to the right,1.000000
5776,Limit 70km,Limit 70km,1.000000
5777,Limit 30km,Limit 30km,0.999997
5778,Limit 30km,Limit 30km,0.999716
5779,End of no overtaking,End of no overtaking,0.999679
5780,Limit 100km,Limit 100km,0.999998
5781,Limit 80km,Limit 80km,1.000000
5782,Dangerous right curve,Dangerous right curve,0.999997
5783,Limit 30km,Limit 30km,0.999994
5784,End limit 80km,End limit 80km,0.999997
5785,Limit 50km,Limit 50km,1.000000
5786,Limit 50km,Limit 50km,1.000000
5787,Mandatory direction straight,Mandatory direction straight,1.000000
5788,Danger of slipping,Danger of slipping,0.999997
5789,Intersection with right of way,Intersection with right of way,1.000000
5790,Right of way,Right of way,1.000000
5791,Limit 30km,Limit 30km,0.999999
5792,Give right to pass,Give right to pass,0.999999
5793,Mandatory direction straight,Mandatory direction straight,0.999999
5794,Transit prohibition,Transit prohibition,1.000000
5795,Men at work,Men at work,0.999999
5796,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999935
5797,Mandatory step to the right,Mandatory step to the right,1.000000
5798,Men at work,Men at work,1.000000
5799,Limit 80km,Limit 80km,0.999997
5800,School,School,0.999966
5801,No overtaking,No overtaking,1.000000
5802,Left turn mandatory,Left turn mandatory,0.999958
5803,Limit 30km,Limit 30km,1.000000
5804,Mandatory step to the right,Mandatory step to the right,1.000000
5805,No overtaking,No overtaking,0.999999
5806,Limit 80km,Limit 80km,0.999880
5807,Limit 70km,Limit 70km,0.999988
5808,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999971
5809,Left turn mandatory,Left turn mandatory,0.999998
5810,Men at work,Men at work,1.000000
5811,Danger of slipping,Danger of slipping,0.999997
5812,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5813,Limit 20km,Limit 20km,0.999854
5814,Mandatory step to the left,Mandatory step to the left,1.000000
5815,Right of way,Right of way,1.000000
5816,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999996
5817,End of no overtaking,End of no overtaking,0.999848
5818,Men at work,Men at work,1.000000
5819,Right turn mandatory,Right turn mandatory,0.999954
5820,Right of way,Right of way,1.000000
5821,Transit prohibition,Transit prohibition,1.000000
5822,Right turn mandatory,Right turn mandatory,0.999974
5823,Men at work,Men at work,0.999995
5824,Pedestrian crossing,Pedestrian crossing,0.999936
5825,Limit 100km,Limit 100km,1.000000
5826,Give right to pass,Give right to pass,1.000000
5827,Intersection with right of way,Intersection with right of way,1.000000
5828,Limit 30km,Limit 30km,1.000000
5829,Limit 30km,Limit 30km,0.999990
5830,Limit 100km,Limit 100km,1.000000
5831,Wrong way,Wrong way,1.000000
5832,School,School,1.000000
5833,Wrong way,Wrong way,1.000000
5834,Right of way,Right of way,1.000000
5835,Limit 100km,Limit 100km,0.999999
5836,Right of way,Right of way,1.000000
5837,Wild animals,Wild animals,0.999990
5838,Limit 80km,Limit 80km,0.999999
5839,Mandatory step to the right,Mandatory step to the right,0.999998
5840,Give right to pass,Give right to pass,0.999999
5841,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999987
5842,No overtaking,No overtaking,0.999997
5843,Give right to pass,Give right to pass,1.000000
5844,Stop,Stop,0.999999
5845,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999996
5846,Limit 30km,Limit 30km,1.000000
5847,Men at work,Men at work,0.999999
5848,Limit 80km,Limit 80km,1.000000
5849,Danger of bumps,Danger of bumps,0.999478
5850,Limit 30km,Limit 30km,1.000000
5851,Transit prohibition,Transit prohibition,1.000000
5852,Limit 120km,Limit 120km,0.999986
5853,Limit 120km,Limit 120km,0.999999
5854,Limit 70km,Limit 70km,0.999995
5855,Limit 30km,Limit 30km,1.000000
5856,Men at work,Men at work,1.000000
5857,Give right to pass,Give right to pass,0.999999
5858,Right of way,Right of way,1.000000
5859,School,School,0.999924
5860,End of no overtaking,End of no overtaking,0.999823
5861,Mandatory step to the right,Mandatory step to the right,1.000000
5862,Wrong way,Wrong way,1.000000
5863,Limit 100km,Limit 100km,0.999992
5864,Right turn mandatory,Right turn mandatory,0.999993
5865,Right turn mandatory,Right turn mandatory,0.999989
5866,Mandatory step to the right,Mandatory step to the right,1.000000
5867,Limit 60km,Limit 60km,0.999999
5868,School,School,0.999997
5869,Mandatory direction straight,Mandatory direction straight,0.999987
5870,Limit 70km,Limit 70km,1.000000
5871,Limit 70km,Limit 70km,1.000000
5872,Limit 50km,Limit 50km,1.000000
5873,Wild animals,Wild animals,1.000000
5874,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999993
5875,Right of way,Right of way,0.999999
5876,School,School,0.999991
5877,Right of way,Right of way,0.999997
5878,Right of way,Right of way,1.000000
5879,Limit 20km,Limit 20km,0.997439
5880,Limit 50km,Limit 50km,0.999999
5881,No overtaking,No overtaking,1.000000
5882,Limit 70km,Limit 70km,1.000000
5883,Dangerous right curve,Dangerous right curve,0.999931
5884,Wild animals,Wild animals,1.000000
5885,Limit 100km,Limit 100km,0.999974
5886,Limit 70km,Limit 70km,1.000000
5887,Limit 50km,Limit 50km,0.999979
5888,Limit 120km,Limit 120km,0.999998
5889,No overtaking,No overtaking,0.999998
5890,Mandatory direction straight,Mandatory direction straight,1.000000
5891,Give right to pass,Give right to pass,1.000000
5892,No overtaking,No overtaking,1.000000
5893,Mandatory step to the right,Mandatory step to the right,0.999998
5894,Right of way,Right of way,0.999992
5895,Limit 100km,Limit 100km,0.999997
5896,Go ahead,Go ahead,0.999978
5897,No overtaking,No overtaking,0.999999
5898,Limit 30km,Limit 30km,0.999984
5899,Intersection with right of way,Intersection with right of way,1.000000
5900,Limit 100km,Limit 100km,0.999932
5901,Limit 80km,Limit 80km,1.000000
5902,Give right to pass,Give right to pass,1.000000
5903,Limit 100km,Limit 100km,0.999999
5904,Right of way,Right of way,1.000000
5905,Intersection with right of way,Intersection with right of way,0.999933
5906,Limit 30km,Limit 30km,0.999999
5907,Men at work,Men at work,1.000000
5908,Right of way,Right of way,0.999997
5909,Limit 80km,Limit 80km,1.000000
5910,Limit 70km,Limit 70km,0.999999
5911,Wrong way,Wrong way,0.999997
5912,End limit 80km,End limit 80km,0.999264
5913,Mandatory step to the right,Mandatory step to the right,1.000000
5914,Mandatory step to the right,Mandatory step to the right,0.999999
5915,Right of way,Right of way,0.999999
5916,Wild animals,Wild animals,0.999992
5917,End limit 80km,End limit 80km,0.999999
5918,Danger of bumps,Danger of bumps,0.999940
5919,Limit 70km,Limit 70km,1.000000
5920,Limit 70km,Limit 70km,1.000000
5921,Generic danger,Generic danger,0.999995
5922,Transit prohibition,Transit prohibition,0.999989
5923,Limit 30km,Limit 30km,0.999997
5924,Limit 120km,Limit 120km,1.000000
5925,Roundabout,Roundabout,0.999996
5926,Traffic light,Traffic light,0.999975
5927,No overtaking,No overtaking,1.000000
5928,Limit 60km,Limit 60km,0.999989
5929,Roundabout,Roundabout,0.999997
5930,Give right to pass,Give right to pass,1.000000
5931,Mandatory step to the right,Mandatory step to the right,1.000000
5932,Limit 120km,Limit 120km,1.000000
5933,Left turn mandatory,Left turn mandatory,0.999432
5934,Wrong way,Wrong way,1.000000
5935,Directions right and straight,Directions right and straight,0.999980
5936,Right of way,Right of way,1.000000
5937,Roundabout,Roundabout,0.999996
5938,Mandatory step to the right,Mandatory step to the right,1.000000
5939,Limit 70km,Limit 70km,0.999999
5940,Wild animals,Wild animals,0.999999
5941,Mandatory direction straight,Mandatory direction straight,0.999997
5942,Limit 70km,Limit 70km,1.000000
5943,Wild animals,Wild animals,0.999498
5944,Generic danger,Generic danger,0.999717
5945,Give right to pass,Give right to pass,1.000000
5946,Men at work,Men at work,1.000000
5947,Limit 30km,Limit 30km,0.999996
5948,Limit 30km,Limit 30km,1.000000
5949,Wrong way,Wrong way,1.000000
5950,Wild animals,Wild animals,1.000000
5951,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
5952,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5953,Right of way,Right of way,0.999999
5954,Right of way,Right of way,1.000000
5955,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999915
5956,No overtaking,No overtaking,0.999995
5957,Mandatory step to the left,Mandatory step to the left,1.000000
5958,Mandatory direction straight,Mandatory direction straight,0.999999
5959,Give right to pass,Give right to pass,1.000000
5960,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5961,Give right to pass,Give right to pass,1.000000
5962,Limit 70km,Limit 70km,1.000000
5963,Limit 70km,Limit 70km,1.000000
5964,Intersection with right of way,Intersection with right of way,1.000000
5965,Limit 100km,Limit 100km,1.000000
5966,Mandatory step to the right,Mandatory step to the right,1.000000
5967,Men at work,Men at work,1.000000
5968,Left turn mandatory,Left turn mandatory,0.999964
5969,Right of way,Right of way,0.999999
5970,Limit 50km,Limit 50km,1.000000
5971,Limit 120km,Limit 120km,0.999997
5972,Cycle crossing,Cycle crossing,0.999967
5973,Wild animals,Wild animals,0.999986
5974,Limit 70km,Limit 70km,1.000000
5975,Limit 30km,Limit 30km,0.999984
5976,Limit 120km,Limit 120km,0.999990
5977,Directions right and straight,Directions right and straight,0.999979
5978,Limit 70km,Limit 70km,1.000000
5979,Snow,Snow,0.999985
5980,Limit 20km,Limit 20km,0.999194
5981,Transit prohibition,Transit prohibition,1.000000
5982,Give right to pass,Give right to pass,1.000000
5983,Men at work,Men at work,1.000000
5984,Limit 50km,Limit 50km,1.000000
5985,Limit 70km,Limit 70km,0.999984
5986,Limit 50km,Limit 50km,1.000000
5987,Right of way,Right of way,1.000000
5988,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
5989,School,School,0.999999
5990,Intersection with right of way,Intersection with right of way,0.999996
5991,Mandatory direction straight,Mandatory direction straight,1.000000
5992,Limit 70km,Limit 70km,0.999999
5993,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
5994,Mandatory step to the right,Mandatory step to the right,1.000000
5995,Wild animals,Wild animals,1.000000
5996,Right of way,Right of way,0.999986
5997,Limit 100km,Limit 100km,0.999990
5998,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999976
5999,Limit 20km,Limit 20km,0.999503
6000,End limit 80km,End limit 80km,0.999999
